Order ID,Order Status,Cancel reason,Return / Refund Status,Tracking Number,Shipping Option,Shipment Method,Estimated Ship Out Date,Ship Time,Order Creation Date,Order Paid Time,Parent SKU Reference No.,Product Name,SKU Reference No.,Variation Name,Original Price,Deal Price,Quantity,Product Subtotal,Seller Rebate,Seller Discount,Shopee Rebate,SKU Total Weight,No of product in order,Order Total Weight,Voucher Code,Seller Voucher,Seller Absorbed Coin Cashback,Shopee Voucher,Bundle Deal Indicator,Shopee Bundle Discount,Seller Bundle Discount,Shopee Coins Offset,Credit Card Discount Total,Total Amount,Buyer Paid Shipping Fee,Transaction Fee,Commission Fee,Service Fee,Grand Total,Estimated Shipping Fee,Username (Buyer),Remark from buyer,Order Complete Time,Note
200909ACFSGM3W,Completed,,,MY204103450881X,Standard Delivery,Dropoff,2020/9/14 21:23,2020/9/11 11:17,2020/9/9 21:23,2020/9/9 21:23,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,FSV-58706410,0,0,0,N,0,0,0,0,28.89,0,0.58,0,2.02,28.89,6,sitinurhumaira98,,2020/9/25 10:58,
200909ACGH9RNP,Completed,,,MY204858848738H,Standard Delivery,Dropoff,2020/9/14 19:17,2020/9/11 11:17,2020/9/9 21:23,2020/9/10 19:17,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,zaidi125,,2020/9/18 10:26,
200909ACHWX94H,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/9 21:24,-,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,39",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,99LUC22D1,2.99,0,0,N,0,0,0,0,35.9,6,0.66,0,1.88,32.91,6,hulmamisi,,,
200909ADQBS14N,Completed,,,MY2039820518522,Standard Delivery,Dropoff,2020/9/14 21:49,2020/9/11 11:17,2020/9/9 21:45,2020/9/9 21:49,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,99LUC22D1,5.78,0,0,N,0,0,0,0,65.18,7.4,1.19,0,3.64,59.4,7.4,muhamadamirabdrahman,,2020/9/20 13:41,
200909ADQBS14N,Completed,,,MY2039820518522,Standard Delivery,Dropoff,2020/9/14 21:49,2020/9/11 11:17,2020/9/9 21:45,2020/9/9 21:49,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,29",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,99LUC22D1,5.78,0,0,N,0,0,0,0,65.18,7.4,1.19,0,3.64,59.4,7.4,muhamadamirabdrahman,,2020/9/20 13:41,
200909AE962C40,Completed,,,MY209114059433B,Standard Delivery,Dropoff,2020/9/14 22:03,2020/9/11 11:17,2020/9/9 21:55,2020/9/9 22:03,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,99LUC22D1,2.89,0,0,N,0,0,0,0,34.89,6,0.64,0,1.82,32,6,ien81,,2020/9/29 13:36,
200909AFAR1DCJ,Completed,,,MY203645234980K,Standard Delivery,Dropoff,2020/9/14 22:16,2020/9/12 16:40,2020/9/9 22:14,2020/9/9 22:16,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,99LUC22D1,2.89,0,0,N,0,0,0,0,34.09,5.2,0.62,0,1.82,31.2,5.2,khalifahdarwisy15,,2020/9/21 7:46,
200909AGJ10W3M,Completed,,,MY2092774907039,Standard Delivery,Dropoff,2020/9/14 22:38,2020/9/13 13:26,2020/9/9 22:36,2020/9/9 22:38,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_34,"brown,34",34,28.8,1,28.8,5.2,5.2,0,0.3,1,0.3,99LUC22D1,2.88,0,0,N,0,0,0,0,34.8,6,0.64,0,1.81,31.92,6,ruziyusof,,2020/9/29 7:41,??????A812? 34
200909AHNVK90K,Completed,,,MY202739435603M,Standard Delivery,Dropoff,2020/9/14 22:58,2020/9/11 10:57,2020/9/9 22:56,2020/9/9 22:58,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,34",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,99LUC22D1,2.89,0,0,N,0,0,0,0,34.89,6,0.64,0,1.82,32,6,suhacuaa93,,2020/9/17 20:09,
200909AMJXJCD1,Completed,,,MY2081803380152,Standard Delivery,Dropoff,2020/9/14 23:51,2020/9/11 10:57,2020/9/9 23:48,2020/9/9 23:51,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,99LUC22D1,2.89,0,0,N,0,0,0,0,34.89,6,0.64,0,1.82,32,6,egnashop,,2020/9/22 17:34,
200909AMPBBXW2,Completed,,,MY202183008880M,Standard Delivery,Dropoff,2020/9/14 23:50,2020/9/11 10:57,2020/9/9 23:50,2020/9/9 23:50,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,31",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,99LUC22D1;FSV-59214763,2.89,0,0,N,0,0,0,0,28.89,0,0.52,0,1.82,26,6,ieqa1609,,2020/9/21 15:36,
200910AQPGM6U4,Completed,,,MY2080311149245,Standard Delivery,Dropoff,2020/9/14 0:44,2020/9/11 11:56,2020/9/10 0:44,2020/9/10 0:44,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_23,"blue-Clownfish,23",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,LUCAA;FSV-58706410,1,0,0,N,0,0,0,0,27.5,0,0.53,0,1.86,26.5,6,pheichein85,,2020/9/16 22:52,
200910BA2D0F8T,Completed,,,MY2048132762073,Standard Delivery,Dropoff,2020/9/14 6:13,2020/9/11 10:57,2020/9/10 6:12,2020/9/10 6:13,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,25",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,LUCAA;CRSEPT1;FSV-58706773,1,0,0,N,0,0,0,0,24.99,0,0.48,0,1.68,23.99,5.2,riena.aziz,,2020/9/17 16:50,
200910BB85AUUD,Completed,,,MY207549496827R,Standard Delivery,Dropoff,2020/9/14 6:35,2020/9/11 10:57,2020/9/10 6:34,2020/9/10 6:35,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,29",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA;CRSEPT1,1,0,0,N,0,0,0,0,34.89,6,0.68,0,1.95,33.89,6,salserikandi,,2020/9/18 17:11,
200910BNH50B66,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/10 9:38,-,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_23,"red,23",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,33.5,6,0.67,0,1.93,33.5,6,ruhayakamaruddin,,,
200910C79RC8E7,Completed,,,MY202540242244D,Standard Delivery,Dropoff,2020/9/14 14:57,2020/9/11 11:38,2020/9/10 14:55,2020/9/10 14:57,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,23",28.3,19.8,1,19.8,8.5,8.5,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,25.8,6,0.52,0,1.39,25.8,6,syafiqahazize,,2020/9/18 21:51,
200910C9DNC3UP,Completed,,,MY2076003189140,Standard Delivery,Dropoff,2020/9/14 15:34,2020/9/11 11:56,2020/9/10 15:33,2020/9/10 15:34,KT-??01,commodity replacement link,KT-??01,,0.1,0.1,1,0.1,0,0,0,0.2,1,0.2,CRSEPT1,0,0,0,N,0,0,0,0,0.1,0,0,0,0.01,0.1,0,arlene_ronald86.,,2020/9/22 9:54,????????? ??:32/33
200910CCTER40Y,Completed,,,MY2042303914122,Standard Delivery,Dropoff,2020/9/14 16:36,2020/9/11 11:17,2020/9/10 16:34,2020/9/10 16:36,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.09,5.2,0.68,0,2.02,34.09,5.2,nurulhasnyjafri85,,2020/9/18 13:44,
200910CHQ8G55W,Completed,,,MY200560838032U,Standard Delivery,Dropoff,2020/9/14 18:02,2020/9/12 16:40,2020/9/10 18:02,2020/9/10 18:02,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,29",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,FSV-58706773,0,0,0,N,0,0,0,0,25.9,0,0.52,0,1.81,25.9,6,isfarizall,,2020/9/19 18:01,
200910D0J6PE90,Completed,,,MY2061844500267,Standard Delivery,Dropoff,2020/9/15 15:00,2020/9/14 11:45,2020/9/10 22:28,2020/9/11 15:00,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_27,"brown,27",32,26.9,1,26.9,5.1,5.1,0,0.3,1,0.3,LUCAA,1,0,0,N,0,0,0,0,32.9,6,0.64,0,1.81,31.9,6,rozilarozila,,2020/9/23 12:08,
200911E2TG9KM9,Completed,,,MY209340254215P,Standard Delivery,Dropoff,2020/9/15 8:42,2020/9/12 16:40,2020/9/11 8:41,2020/9/11 8:42,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,33",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,adniarissa,,2020/9/20 12:15,
200911EJDWUT4F,Completed,,,MY205007662717E,Standard Delivery,Dropoff,2020/9/15 13:21,2020/9/14 11:45,2020/9/11 13:20,2020/9/11 13:21,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_30,"brown,30",34,26.9,1,26.9,7.1,7.1,0,0.3,1,0.3,LUCAA;FSV-58706410,1,0,0,N,0,0,0,0,26.9,0,0.52,0,1.81,25.9,6,zariffai94,,2020/9/25 21:59,
200911EP4WWAAS,Completed,,,MY209301992316Q,Standard Delivery,Dropoff,2020/9/15 11:22,2020/9/13 13:26,2020/9/11 14:27,2020/9/12 11:22,KT-??262,Ready Stock Kids Shoes Children's Sports Shoes Velcro Soft Running Shoes,KT-262_??_37,"pink,37",56.9,39.83,1,39.83,17.07,17.07,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,45.83,6,0.92,0,2.79,45.83,6,edanekin,,2020/9/17 20:12,
200911EPC1VWC7,Completed,,,MY202524427105N,Standard Delivery,Dropoff,2020/9/15 14:31,2020/9/13 13:26,2020/9/11 14:31,2020/9/11 14:31,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,24",37,25.9,1,25.9,11.1,11.1,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,31.9,6,0.64,0,1.81,31.9,6,j5y24bcg1s,,2020/9/20 18:45,
200911EPYASR45,Completed,,,MY203806801220R,Standard Delivery,Dropoff,2020/9/15 15:52,2020/9/12 16:40,2020/9/11 14:41,2020/9/11 15:52,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,33",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,saidah650614,,2020/9/21 21:21,
200911EY0V037D,Completed,,,MY208366116457N,Standard Delivery,Dropoff,2020/9/15 17:08,2020/9/12 16:40,2020/9/11 17:05,2020/9/11 17:08,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,36",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,35.9,6,0.7,0,2.02,34.9,6,esthyz,,2020/9/27 7:48,
200911F3UDNXGX,Completed,,,MY2070625895037,Standard Delivery,Dropoff,2020/9/15 18:33,2020/9/13 13:46,2020/9/11 18:32,2020/9/11 18:33,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,36",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.9,6,0.72,0,2.09,35.9,6,syaimaa99,,2020/9/17 22:30,
200911F573CDA9,Completed,,,MY209120318292X,Standard Delivery,Dropoff,2020/9/15 18:58,2020/9/13 13:26,2020/9/11 18:56,2020/9/11 18:58,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,38",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.9,6,0.72,0,2.09,35.9,6,suresharmogam8855,,2020/9/22 21:39,
200911FAWBY13G,Completed,,,MY203584924196X,Standard Delivery,Dropoff,2020/9/15 21:15,2020/9/14 11:45,2020/9/11 20:38,2020/9/11 21:15,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_30,"black,30",34,26.9,1,26.9,7.1,7.1,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,32.1,5.2,0.64,0,1.88,32.1,5.2,gift22111,,2020/9/23 7:41,
200911FBJJ6SJ9,Completed,,,MY201694705705U,Standard Delivery,Dropoff,2020/9/15 20:51,2020/9/13 14:06,2020/9/11 20:50,2020/9/11 20:51,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,33",39.87,27.99,1,27.99,11.88,11.88,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,33.99,6,0.68,0,1.96,33.99,6,mohamadazidisafar,,2020/9/21 17:23,
200911FCK88J5E,Completed,,,MY202659409720D,Standard Delivery,Dropoff,2020/9/15 21:09,2020/9/13 13:26,2020/9/11 21:08,2020/9/11 21:09,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,,0,0,0,N,0,0,0,0,65.18,7.4,1.3,0,4.04,65.18,7.4,norhilmiahbtfazili,,2020/9/23 13:38,
200911FCK88J5E,Completed,,,MY202659409720D,Standard Delivery,Dropoff,2020/9/15 21:09,2020/9/13 13:26,2020/9/11 21:08,2020/9/11 21:09,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,,0,0,0,N,0,0,0,0,65.18,7.4,1.3,0,4.04,65.18,7.4,norhilmiahbtfazili,,2020/9/23 13:38,
200911FF06N2BA,Completed,,,MY200194062119X,Standard Delivery,Dropoff,2020/9/15 21:53,2020/9/13 14:06,2020/9/11 21:51,2020/9/11 21:53,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,33",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,saranurbatrisyia,,2020/9/20 9:59,
200911FF89718R,Completed,,,MY2029885386630,Standard Delivery,Dropoff,2020/9/16 11:32,2020/9/15 18:47,2020/9/11 21:56,2020/9/14 11:32,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,35",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,34.89,6,0.68,0,1.95,33.89,6,ariefmikhail,,2020/9/26 11:57,
200911FG6VF2PK,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/11 22:13,-,KT-????A6-9,Kid's Shoes Summer Sandals Children's Shoes Boys Shoes Cartoon Shoes Non-slip Beach Shoes kids slipper Captain America Spider Man Batman,KT-????A6-9_?-???_26,"blue-Clownfish,26",48,27.5,1,27.5,20.5,20.5,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,32.7,5.2,0.65,0,1.93,32.7,5.2,aliazizan85,,,
200911FMQCSYTF,Cancelled,Cancelled by buyer. Reason: Need to input / change voucher code,,,Standard Delivery,Dropoff,,,2020/9/11 23:34,-,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers hello kitty,,"Pink,29",53.2,39.9,1,39.9,13.3,13.3,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,45.9,6,0.9,0,2.72,44.9,6,suzirazak,,,
200911FN499E9E,Completed,,,MY2068663584500,Standard Delivery,Dropoff,2020/9/15 23:41,2020/9/13 13:26,2020/9/11 23:41,2020/9/11 23:41,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers hello kitty,,"Pink,29",53.2,39.9,1,39.9,13.3,13.3,0,0.5,1,0.5,LUCAA;CRSEPT1;FSV-58708176,1,0,0,N,0,0,0,0,39.9,0,0.78,0,2.72,38.9,6,suzirazak,,2020/9/20 22:45,
200912FQSW7MJT,Completed,,,MY206382430683J,Standard Delivery,Dropoff,2020/9/15 0:30,2020/9/13 13:26,2020/9/12 0:29,2020/9/12 0:30,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Blue,26",39.87,24.99,1,24.99,14.88,14.88,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,30.99,6,0.6,0,1.68,29.99,6,acir1987,,2020/9/19 9:05,
200912FWQXS34W,Completed,,,MY201256817507R,Standard Delivery,Dropoff,2020/9/15 2:15,2020/9/13 13:46,2020/9/12 2:15,2020/9/12 2:15,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"pink,23",28.3,19.8,1,19.8,8.5,8.5,0,0.5,1,0.5,FSV-58708176,0,0,0,N,0,0,0,0,19.8,0,0.4,0,1.39,19.8,5.2,naimahjailani,,2020/9/28 7:32,
200912GM278GDD,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/12 8:55,-,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,30",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,sitiaisyahkhairulanuar,,,
200912H37QV4RP,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/12 13:26,-,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Pink,31",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,FSV-51303673,0,0,0,N,0,0,0,0,28.89,0,0.58,0,2.02,28.89,6,jbsjxyiaah,,,
200912H4V33JY9,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/12 13:55,-,KT-S05 ,Ready Stock Kids Shoes Net Breathable Casual Shoes Boys Girlscandy color non-slip wear-resistant breathable shoes,KT-S05,"black,33",41.3,28.9,1,28.9,12.4,12.4,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.9,6,0.7,0,2.02,34.9,6,wq58c03rna,,,
200912H7QJUQBX,Shipping,,,MY204565612877T,Standard Delivery,Dropoff,2020/9/15 14:48,2020/9/18 14:45,2020/9/12 14:47,2020/9/12 14:48,KT-???2115,Ready Stock Kids Shoes Kids Fashion Canvas Shoes Mickey Mouse 2 Color Velcro Shoes,KT-???2115_??_27,"brown,27",32,26.9,1,26.9,5.1,5.1,0,0.3,1,0.3,,0,0,0,N,0,0,0,0,32.9,6,0.66,0,1.88,32.9,6,acilek,,,???????????2115 ? 27
200912HA42CETV,Completed,,,MY202320761882Z,Standard Delivery,Dropoff,2020/9/15 15:30,2020/9/13 13:26,2020/9/12 15:29,2020/9/12 15:30,KT-2022,Ready Stock Kids Shoes Boys Sport Shoes Velcro Sneakers Spiderman Shoes Kids,KT-2022_blue_28,"blue,28",51.4,35.98,1,35.98,15.42,15.42,0,0.5,1,0.5,LUCAA;CRSEPT1;FSV-58706410,1,0,0,N,0,0,0,0,35.98,0,0.7,0,2.45,34.98,6,faradieba,,2020/9/19 9:30,
200912HU43BEQC,Cancelled,Cancelled automatically by Shopee's system. Reason: Payment not received,,,Standard Delivery,Dropoff,,,2020/9/12 20:34,-,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,34",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,34.89,6,0.7,0,2.02,34.89,6,7mdhbhbfw4,,,
200912HWWBEEQ2,Completed,,,MY209154204745A,Standard Delivery,Dropoff,2020/9/15 16:30,2020/9/15 18:47,2020/9/12 21:23,2020/9/13 16:30,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,31",39.87,27.99,1,27.99,11.88,11.88,0,0.5,2,1,,0,0,0,N,0,0,0,0,55.37,7.4,1.11,0,3.36,55.37,7.4,wishkhan,,2020/9/27 7:49,918 ?21????????
200912HWWBEEQ2,Completed,,,MY209154204745A,Standard Delivery,Dropoff,2020/9/15 16:30,2020/9/15 18:47,2020/9/12 21:23,2020/9/13 16:30,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,21",39.87,19.98,1,19.98,19.89,19.89,0,0.5,2,1,,0,0,0,N,0,0,0,0,55.37,7.4,1.11,0,3.36,55.37,7.4,wishkhan,,2020/9/27 7:49,918 ?21????????
200912J41VX1YT,Completed,,,MY2073531976808,Standard Delivery,Dropoff,2020/9/15 23:16,2020/9/14 11:55,2020/9/12 23:13,2020/9/12 23:16,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers hello kitty,,"Pink,30",57.2,42.9,1,42.9,14.3,14.3,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,48.9,6,0.96,0,2.93,47.9,6,estherlucylajangkip,,2020/9/25 15:22,
200912J4BMU7RM,Completed,,,MY202369114577K,Standard Delivery,Dropoff,2020/9/15 11:37,2020/9/14 11:45,2020/9/12 23:19,2020/9/13 11:37,KT-???292,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,31",38.53,28.89,1,28.89,9.64,9.64,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,34.89,6,0.68,0,1.95,33.89,6,atihrah,,2020/9/23 17:10,
200913J8711264,Completed,,,MY204423203855O,Standard Delivery,Dropoff,2020/9/15 0:29,2020/9/16 10:45,2020/9/13 0:28,2020/9/13 0:29,KT-??801,Children's Shoes Children's Casual Shoes Canvas Shoes Velcro Fashion Shoes,KT-??801_???_30,"???,30",32,22.4,1,22.4,9.6,9.6,0,0.3,1,0.3,LUCAA;FSV-58706410,1,0,0,N,0,0,0,0,22.4,0,0.43,0,1.5,21.4,6,zarifjas94,,2020/10/2 7:47,
200913K66HG0D2,Completed,,,MY2096227848086,Standard Delivery,Dropoff,2020/9/15 9:26,2020/9/14 11:45,2020/9/13 9:24,2020/9/13 9:26,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,29",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,LUCAA,1,0,0,N,0,0,0,0,65.98,8.2,1.3,0,3.97,64.98,8.2,drbmie,,2020/9/20 17:01,
200913K66HG0D2,Completed,,,MY2096227848086,Standard Delivery,Dropoff,2020/9/15 9:26,2020/9/14 11:45,2020/9/13 9:24,2020/9/13 9:26,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Black,32",38.53,28.89,1,28.89,9.64,9.64,0,0.5,2,1,LUCAA,1,0,0,N,0,0,0,0,65.98,8.2,1.3,0,3.97,64.98,8.2,drbmie,,2020/9/20 17:01,
200913K89H8ET8,Cancelled,Cancelled by buyer. Reason: Need to modify order,,,Standard Delivery,Dropoff,,,2020/9/13 10:02,-,KT-??206,Ready Stock Shoes Kids  Sport Shoes Girls Velcro Breathable Mesh Vamp Sneakers LED Sneakers hello kitty,,"Pink,27",53.2,39.9,1,39.9,13.3,13.3,0,0.5,1,0.5,LUCAA,1,0,0,N,0,0,0,0,45.1,5.2,0.88,0,2.72,44.1,5.2,ysl516516,,,
200913KDCDYY14,Completed,,,MY206727209768I,Standard Delivery,Dropoff,2020/9/15 11:34,2020/9/16 10:45,2020/9/13 11:33,2020/9/13 11:34,KT-6805,Ready Stock Kids Shoes Boy Sandals Spiderman Beach Shoes Casual Shoes Velcro Breathable Toe Protection,KT-6805_??_29,"red,29",48.6,34.02,1,34.02,14.58,14.58,0,0.5,2,1,LUCAA;CRSEPT1;FSV-58706773,1,0,0,N,0,0,0,0,61.21,2.2,1.2,0,4.06,60.21,7.4,kefrinekl,,2020/9/23 21:03,
200913KDCDYY14,Completed,,,MY206727209768I,Standard Delivery,Dropoff,2020/9/15 11:34,2020/9/16 10:45,2020/9/13 11:33,2020/9/13 11:34,KT-??819,Ready Stock  Shoes Kids Shoes Boys Shoes Girls Sneakers Kids,,"Golden,30",39.87,24.99,1,24.99,14.88,14.88,0,0.5,2,1,LUCAA;CRSEPT1;FSV-58706773,1,0,0,N,0,0,0,0,61.21,2.2,1.2,0,4.06,60.21,7.4,kefrinekl,,2020/9/23 21:03,
200913KMD529P2,Completed,,,MY2085085447479,Standard Delivery,Dropoff,2020/9/15 13:40,2020/9/14 11:45,2020/9/13 13:39,2020/9/13 13:40,KT-???292-2,Ready Stock Kids Shoes boy&girls Sports Shoes  kasut sukan Breathable mesh sneakers,,"Blue,38",39.87,29.9,1,29.9,9.97,9.97,0,0.5,1,0.5,,0,0,0,N,0,0,0,0,35.1,5.2,0.7,0,2.09,35.1,5.2,_07y1p765n,,2020/9/26 7:41,
